Pre-alert DateTime UTC,Post-alert DateTime UTC,Alert Duration (seconds),Detected Object Type,Object Location X (px),Object Location Y (px),Predicted Future Location X (px),Predicted Future Location Y (px),Hazard Time Since Start (seconds),Alert Type,Center Area Top-Left X (px),Center Area Top-Left Y (px),Center Area Bottom-Right X (px),Center Area Bottom-Right Y (px)
1714568163.5165484,1714568164.5239599,1.0074114799499512,frisbee,1143,225,1142,221,6.080233812332153,Nearness,480,360,800,600
1714568164.6068294,1714568165.6119926,1.0051631927490234,frisbee,1143,225,1143,225,7.168266534805298,Nearness,480,360,800,600
1714568165.7253118,1714568166.7352138,1.009902000427246,frisbee,1141,223,1139,221,8.291487693786621,Nearness,480,360,800,600
1714568208.5551937,1714568208.5551937,0.0,frisbee,1143,225,1142,221,5.043851613998413,Nearness,480,360,800,600
1714568208.6335385,1714568208.6335385,0.0,frisbee,1143,225,1143,225,5.122196435928345,Nearness,480,360,800,600
1714568208.717788,1714568208.717788,0.0,frisbee,1141,223,1139,221,5.206445932388306,Nearness,480,360,800,600
1714568208.7935882,1714568208.7935882,0.0,frisbee,1141,223,1141,223,5.282246112823486,Nearness,480,360,800,600
1714568208.874861,1714568208.874861,0.0,frisbee,1140,220,1139,217,5.363518953323364,Nearness,480,360,800,600
1714568208.9541466,1714568208.9541466,0.0,frisbee,1140,220,1140,220,5.442804574966431,Nearness,480,360,800,600
1714568209.033591,1714568209.033591,0.0,frisbee,1140,216,1140,212,5.522248983383179,Nearness,480,360,800,600
1714568209.1117766,1714568209.1117766,0.0,frisbee,1140,216,1140,216,5.6004345417022705,Nearness,480,360,800,600
1714568209.1839159,1714568209.1839159,0.0,frisbee,1139,212,1138,208,5.672573804855347,Nearness,480,360,800,600
1714568209.2613952,1714568209.2613952,0.0,frisbee,1139,212,1139,212,5.75005316734314,Nearness,480,360,800,600
1714568209.3343887,1714568209.3343887,0.0,frisbee,1136,208,1133,204,5.823046684265137,Nearness,480,360,800,600
1714568209.412759,1714568209.412759,0.0,frisbee,1136,208,1136,208,5.901417016983032,Nearness,480,360,800,600
1714568209.4917784,1714568209.4917784,0.0,frisbee,1131,200,1126,192,5.980436325073242,Nearness,480,360,800,600
1714568209.5684886,1714568209.5684886,0.0,frisbee,1130,200,1129,200,6.0571465492248535,Nearness,480,360,800,600
1714568209.6542761,1714568209.6542761,0.0,frisbee,1128,193,1126,186,6.142934083938599,Nearness,480,360,800,600
1714568209.7295008,1714568209.7295008,0.0,frisbee,1128,193,1128,193,6.218158721923828,Nearness,480,360,800,600
1714568209.806433,1714568209.806433,0.0,frisbee,1120,188,1112,183,6.295090913772583,Nearness,480,360,800,600
1714568209.8864353,1714568209.8864353,0.0,frisbee,1120,188,1120,188,6.375093221664429,Nearness,480,360,800,600
1714568210.7355428,1714568210.7355428,0.0,frisbee,1042,187,1030,195,7.22420072555542,Nearness,480,360,800,600
1714568210.813343,1714568210.813343,0.0,frisbee,1042,188,1042,189,7.302000999450684,Nearness,480,360,800,600
1714568210.891932,1714568210.891932,0.0,frisbee,1029,197,1016,206,7.380589962005615,Nearness,480,360,800,600
1714568210.9689271,1714568210.9689271,0.0,frisbee,1028,197,1027,197,7.457585096359253,Nearness,480,360,800,600
1714568211.0459275,1714568211.0459275,0.0,frisbee,1011,217,994,237,7.534585475921631,Nearness,480,360,800,600
1714568211.0469272,1714568211.0469272,0.0,sports ball,1010,219,966,259,7.535585165023804,Nearness,480,360,800,600
1714568211.119457,1714568211.119457,0.0,frisbee,1011,218,1011,219,7.608114957809448,Nearness,480,360,800,600
1714568211.1204562,1714568211.1204562,0.0,sports ball,1010,219,1010,219,7.609114170074463,Nearness,480,360,800,600
1714568211.5076196,1714568211.5076196,0.0,sports ball,962,308,945,343,7.996277570724487,Nearness,480,360,800,600
1714568211.5086231,1714568211.5086231,0.0,frisbee,963,308,947,342,7.997281074523926,Nearness,480,360,800,600
1714568211.578971,1714568211.578971,0.0,sports ball,961,308,960,308,8.067628860473633,Nearness,480,360,800,600
1714568211.5799713,1714568211.5799713,0.0,frisbee,963,308,963,308,8.068629264831543,Nearness,480,360,800,600
1714568211.6639707,1714568211.6639707,0.0,sports ball,945,349,929,390,8.152628660202026,Nearness,480,360,800,600
1714568211.740996,1714568211.740996,0.0,sports ball,945,349,945,349,8.22965383529663,Nearness,480,360,800,600
1714568212.4608197,1714568212.4608197,0.0,sports ball,861,584,777,819,8.949477672576904,center,480,360,800,600
1714568212.5411696,1714568212.5411696,0.0,sports ball,861,584,861,584,9.02982759475708,center,480,360,800,600
1714568212.7556992,1714568212.7556992,0.0,sports ball,834,687,807,790,9.244357109069824,center,480,360,800,600
1714568212.828686,1714568212.828686,0.0,sports ball,834,688,834,689,9.317343950271606,center,480,360,800,600
1714568213.0554817,1714568213.0554817,0.0,sports ball,816,577,798,466,9.544139623641968,center,480,360,800,600
1714568213.1332142,1714568213.1332142,0.0,sports ball,816,577,816,577,9.621872186660767,center,480,360,800,600
1714568213.2082186,1714568213.2082186,0.0,sports ball,804,527,792,477,9.696876525878906,center,480,360,800,600
1714568213.2862172,1714568213.2862172,0.0,sports ball,804,526,804,525,9.774875164031982,center,480,360,800,600
1714568213.353093,1714568213.353093,0.0,sports ball,795,483,786,440,9.841750860214233,center,480,360,800,600
1714568213.4300892,1714568213.4300892,0.0,sports ball,795,483,795,483,9.918747186660767,center,480,360,800,600
1714568213.509089,1714568213.509089,0.0,sports ball,784,447,773,411,9.99774694442749,center,480,360,800,600
1714568213.587089,1714568213.587089,0.0,sports ball,784,447,784,447,10.075747013092041,center,480,360,800,600
1714568214.260868,1714568214.260868,0.0,frisbee,731,319,499,330,10.749526023864746,center,480,360,800,600
1714568214.3400102,1714568214.3400102,0.0,frisbee,731,319,731,319,10.828668117523193,center,480,360,800,600
1714568214.4200149,1714568214.4200149,0.0,frisbee,719,305,707,291,10.90867280960083,center,480,360,800,600
1714568214.499244,1714568214.499244,0.0,frisbee,719,305,719,305,10.98790192604065,center,480,360,800,600
1714568214.5706732,1714568214.5706732,0.0,frisbee,708,297,697,289,11.059331178665161,center,480,360,800,600
1714568214.6524463,1714568214.6524463,0.0,frisbee,708,297,708,297,11.141104221343994,center,480,360,800,600
1714568214.721446,1714568214.721446,0.0,frisbee,698,294,688,291,11.210103988647461,center,480,360,800,600
1714568214.8013194,1714568214.8013194,0.0,frisbee,698,294,698,294,11.289977312088013,center,480,360,800,600
1714568214.880314,1714568214.880314,0.0,frisbee,685,296,672,298,11.368972063064575,center,480,360,800,600
1714568214.9603145,1714568214.9603145,0.0,frisbee,685,297,685,298,11.448972463607788,center,480,360,800,600
1714568215.0408285,1714568215.0408285,0.0,frisbee,672,302,659,307,11.529486417770386,center,480,360,800,600
1714568215.1092947,1714568215.1092947,0.0,frisbee,672,302,672,302,11.597952604293823,center,480,360,800,600
1714568215.1885545,1714568215.1885545,0.0,frisbee,662,313,652,324,11.677212476730347,center,480,360,800,600
1714568215.2672193,1714568215.2672193,0.0,frisbee,662,313,662,313,11.755877256393433,center,480,360,800,600
1714568215.9006538,1714568215.9006538,0.0,toilet,619,399,619,399,12.389311790466309,center,480,360,800,600
1714568216.1503766,1714568216.1503766,0.0,toilet,595,466,571,533,12.639034509658813,center,480,360,800,600
1714568216.2263775,1714568216.2263775,0.0,toilet,595,466,595,466,12.715035438537598,center,480,360,800,600
1714568216.3089151,1714568216.3089151,0.0,sports ball,585,512,386,577,12.79757308959961,center,480,360,800,600
1714568216.3879156,1714568216.3879156,0.0,sports ball,585,512,585,512,12.87657356262207,center,480,360,800,600
1714568216.4615257,1714568216.4615257,0.0,sports ball,575,557,565,602,12.950183629989624,center,480,360,800,600
1714568216.539526,1714568216.539526,0.0,sports ball,575,556,575,555,13.028183937072754,center,480,360,800,600
1714568216.6264517,1714568216.6264517,0.0,toilet,566,604,537,742,13.11510968208313,center,480,360,800,600
1714568216.7153866,1714568216.7153866,0.0,toilet,566,604,566,604,13.204044580459595,center,480,360,800,600
1714568444.1653264,1714568444.1653264,0.0,frisbee,1143,225,1142,221,5.478972673416138,Nearness,480,360,800,600
1714568444.2561796,1714568444.2561796,0.0,frisbee,1143,225,1143,225,5.569825887680054,Nearness,480,360,800,600
1714568444.3451614,1714568444.3451614,0.0,frisbee,1141,223,1139,221,5.658807754516602,Nearness,480,360,800,600
1714568444.4352129,1714568444.4352129,0.0,frisbee,1141,223,1141,223,5.748859167098999,Nearness,480,360,800,600
1714568444.527983,1714568444.527983,0.0,frisbee,1140,220,1139,217,5.841629266738892,Nearness,480,360,800,600
1714568444.6203768,1714568444.6203768,0.0,frisbee,1140,220,1140,220,5.934023141860962,Nearness,480,360,800,600
1714568444.7060127,1714568444.7060127,0.0,frisbee,1140,216,1140,212,6.019659042358398,Nearness,480,360,800,600
1714568444.7865372,1714568444.7865372,0.0,frisbee,1140,216,1140,216,6.100183486938477,Nearness,480,360,800,600
1714568444.8701987,1714568444.8701987,0.0,frisbee,1139,212,1138,208,6.183845043182373,Nearness,480,360,800,600
1714568444.9568288,1714568444.9568288,0.0,frisbee,1139,212,1139,212,6.270475149154663,Nearness,480,360,800,600
1714568445.0370693,1714568445.0370693,0.0,frisbee,1136,208,1133,204,6.350715637207031,Nearness,480,360,800,600
1714568445.1160672,1714568445.1160672,0.0,frisbee,1136,208,1136,208,6.429713487625122,Nearness,480,360,800,600
1714568445.212649,1714568445.212649,0.0,frisbee,1131,200,1126,192,6.52629542350769,Nearness,480,360,800,600
1714568445.3590412,1714568445.3590412,0.0,frisbee,1130,200,1129,200,6.672687530517578,Nearness,480,360,800,600
1714568445.4709249,1714568445.4709249,0.0,frisbee,1128,193,1126,186,6.784571170806885,Nearness,480,360,800,600
1714568445.5588937,1714568445.5588937,0.0,frisbee,1128,193,1128,193,6.87253999710083,Nearness,480,360,800,600
1714568445.6408298,1714568445.6408298,0.0,frisbee,1120,188,1112,183,6.9544761180877686,Nearness,480,360,800,600
1714568445.7198303,1714568445.7198303,0.0,frisbee,1120,188,1120,188,7.0334765911102295,Nearness,480,360,800,600
1714568446.548016,1714568446.548016,0.0,frisbee,1042,187,1030,195,7.8616623878479,Nearness,480,360,800,600
1714568446.6254756,1714568446.6254756,0.0,frisbee,1042,188,1042,189,7.939121961593628,Nearness,480,360,800,600
1714568446.7004805,1714568446.7004805,0.0,frisbee,1029,197,1016,206,8.014126777648926,Nearness,480,360,800,600
1714568446.7794774,1714568446.7794774,0.0,frisbee,1028,197,1027,197,8.0931236743927,Nearness,480,360,800,600
1714568446.863485,1714568446.863485,0.0,frisbee,1011,217,994,237,8.177131414413452,Nearness,480,360,800,600
1714568446.8644767,1714568446.8644767,0.0,sports ball,1010,219,966,259,8.178122997283936,Nearness,480,360,800,600
1714568446.9673195,1714568446.9673195,0.0,frisbee,1011,218,1011,219,8.280965805053711,Nearness,480,360,800,600
1714568446.968469,1714568446.968469,0.0,sports ball,1010,219,1010,219,8.28211522102356,Nearness,480,360,800,600
1714568447.375749,1714568447.375749,0.0,sports ball,962,308,945,343,8.689395427703857,Nearness,480,360,800,600
1714568447.375749,1714568447.375749,0.0,frisbee,963,308,947,342,8.689395427703857,Nearness,480,360,800,600
1714568447.453213,1714568447.453213,0.0,sports ball,961,308,960,308,8.766859292984009,Nearness,480,360,800,600
1714568447.4542124,1714568447.4542124,0.0,frisbee,963,308,963,308,8.767858743667603,Nearness,480,360,800,600
1714568447.531211,1714568447.531211,0.0,sports ball,945,349,929,390,8.844857215881348,Nearness,480,360,800,600
1714568447.6073737,1714568447.6073737,0.0,sports ball,945,349,945,349,8.921020030975342,Nearness,480,360,800,600
1714568448.3034678,1714568448.3034678,0.0,sports ball,861,584,777,819,9.617114067077637,center,480,360,800,600
1714568448.3800824,1714568448.3800824,0.0,sports ball,861,584,861,584,9.693728685379028,center,480,360,800,600
1714568448.611085,1714568448.611085,0.0,sports ball,834,687,807,790,9.924731254577637,center,480,360,800,600
1714568448.6886158,1714568448.6886158,0.0,sports ball,834,688,834,689,10.002262115478516,center,480,360,800,600
1714568448.9312727,1714568448.9312727,0.0,sports ball,816,577,798,466,10.244919061660767,center,480,360,800,600
1714568449.0076444,1714568449.0076444,0.0,sports ball,816,577,816,577,10.321290731430054,center,480,360,800,600
1714568449.0866504,1714568449.0866504,0.0,sports ball,804,527,792,477,10.400296688079834,center,480,360,800,600
1714568449.1705177,1714568449.1705177,0.0,sports ball,804,526,804,525,10.484163999557495,center,480,360,800,600
1714568449.2545178,1714568449.2545178,0.0,sports ball,795,483,786,440,10.568164110183716,center,480,360,800,600
1714568449.3365207,1714568449.3365207,0.0,sports ball,795,483,795,483,10.650166988372803,center,480,360,800,600
1714568449.41952,1714568449.41952,0.0,sports ball,784,447,773,411,10.733166217803955,center,480,360,800,600
1714568449.4975204,1714568449.4975204,0.0,sports ball,784,447,784,447,10.811166763305664,center,480,360,800,600
1714568450.227793,1714568450.227793,0.0,frisbee,731,319,499,330,11.541439294815063,center,480,360,800,600
1714568450.3072956,1714568450.3072956,0.0,frisbee,731,319,731,319,11.620941877365112,center,480,360,800,600
1714568450.3966906,1714568450.3966906,0.0,frisbee,719,305,707,291,11.710336923599243,center,480,360,800,600
1714568450.4881024,1714568450.4881024,0.0,frisbee,719,305,719,305,11.801748752593994,center,480,360,800,600
1714568450.5794573,1714568450.5794573,0.0,frisbee,708,297,697,289,11.89310359954834,center,480,360,800,600
1714568450.6686478,1714568450.6686478,0.0,frisbee,708,297,708,297,11.982294082641602,center,480,360,800,600
1714568450.74246,1714568450.74246,0.0,frisbee,698,294,688,291,12.056106328964233,center,480,360,800,600
1714568450.8155513,1714568450.8155513,0.0,frisbee,698,294,698,294,12.129197597503662,center,480,360,800,600
1714568450.8945518,1714568450.8945518,0.0,frisbee,685,296,672,298,12.208198070526123,center,480,360,800,600
1714568450.9775534,1714568450.9775534,0.0,frisbee,685,297,685,298,12.291199684143066,center,480,360,800,600
1714568451.06541,1714568451.06541,0.0,frisbee,672,302,659,307,12.379056215286255,center,480,360,800,600
1714568451.154407,1714568451.154407,0.0,frisbee,672,302,672,302,12.468053340911865,center,480,360,800,600
1714568451.2370508,1714568451.2370508,0.0,frisbee,662,313,652,324,12.550697088241577,center,480,360,800,600
1714568451.312567,1714568451.312567,0.0,frisbee,662,313,662,313,12.626213312149048,center,480,360,800,600
1714568451.9157972,1714568451.9157972,0.0,toilet,619,399,619,399,13.229443550109863,center,480,360,800,600
1714568452.1543148,1714568452.1543148,0.0,toilet,595,466,571,533,13.467961072921753,center,480,360,800,600
1714568452.233311,1714568452.233311,0.0,toilet,595,466,595,466,13.54695725440979,center,480,360,800,600
1714568452.3226864,1714568452.3226864,0.0,sports ball,585,512,386,577,13.636332750320435,center,480,360,800,600
1714568452.4151056,1714568452.4151056,0.0,sports ball,585,512,585,512,13.72875189781189,center,480,360,800,600
1714568452.4968524,1714568452.4968524,0.0,sports ball,575,557,565,602,13.810498714447021,center,480,360,800,600
1714568452.5948224,1714568452.5948224,0.0,sports ball,575,556,575,555,13.90846872329712,center,480,360,800,600
1714568452.7028244,1714568452.7028244,0.0,toilet,566,604,537,742,14.016470670700073,center,480,360,800,600
1714568452.802554,1714568452.802554,0.0,toilet,566,604,566,604,14.11620020866394,center,480,360,800,600
1714568452.8993104,1714568452.8993104,0.0,sports ball,558,668,541,780,14.212956666946411,center,480,360,800,600
1714568452.987309,1714568452.987309,0.0,sports ball,558,668,558,668,14.300955295562744,center,480,360,800,600
1714568453.4746428,1714568453.4746428,0.0,sports ball,530,570,502,472,14.788289070129395,center,480,360,800,600
1714568453.5536423,1714568453.5536423,0.0,sports ball,530,570,530,570,14.867288589477539,center,480,360,800,600
1714568453.638642,1714568453.638642,0.0,sports ball,520,527,510,484,14.952288389205933,center,480,360,800,600
1714568453.7286422,1714568453.7286422,0.0,sports ball,520,528,520,529,15.042288541793823,center,480,360,800,600
1714568453.8156416,1714568453.8156416,0.0,toilet,511,489,456,374,15.129287958145142,center,480,360,800,600
1714568453.9055786,1714568453.9055786,0.0,toilet,511,489,511,489,15.21922492980957,center,480,360,800,600
1714568453.9944975,1714568453.9944975,0.0,toilet,504,457,497,425,15.308143854141235,center,480,360,800,600
1714568454.0818422,1714568454.0818422,0.0,toilet,504,457,504,457,15.395488500595093,center,480,360,800,600
1714568454.1642795,1714568454.1642795,0.0,sports ball,495,445,470,362,15.477925777435303,center,480,360,800,600
1714568454.2392073,1714568454.2392073,0.0,sports ball,495,445,495,445,15.55285358428955,center,480,360,800,600
1714568454.3172076,1714568454.3172076,0.0,toilet,489,409,474,361,15.63085389137268,center,480,360,800,600
1714568454.3942075,1714568454.3942075,0.0,toilet,489,409,489,409,15.7078537940979,center,480,360,800,600
1714568454.4757867,1714568454.4757867,0.0,toilet,481,397,473,385,15.789433002471924,center,480,360,800,600
1714568454.5527875,1714568454.5527875,0.0,toilet,480,397,479,397,15.86643385887146,center,480,360,800,600
1714568454.634788,1714568454.634788,0.0,toilet,472,389,464,381,15.948434352874756,center,480,360,800,600
1714568454.7127872,1714568454.7127872,0.0,toilet,472,388,472,387,16.02643346786499,center,480,360,800,600
1714568455.9817977,1714568455.9817977,0.0,toilet,410,430,348,472,17.295444011688232,center,480,360,800,600
1714568456.0588043,1714568456.0588043,0.0,sports ball,401,455,307,465,17.372450590133667,center,480,360,800,600
1714568456.13385,1714568456.13385,0.0,sports ball,401,455,401,455,17.44749641418457,center,480,360,800,600
1714568456.2127063,1714568456.2127063,0.0,sports ball,394,487,387,519,17.526352643966675,center,480,360,800,600
1714568456.2180138,1714568456.2180138,0.0,frisbee,394,486,126,659,17.531660079956055,center,480,360,800,600
1714568456.2960143,1714568456.2960143,0.0,sports ball,394,487,394,487,17.609660625457764,center,480,360,800,600
1714568456.297014,1714568456.297014,0.0,frisbee,394,486,394,486,17.610660314559937,center,480,360,800,600
1714568456.378018,1714568456.378018,0.0,sports ball,388,520,382,553,17.691664218902588,center,480,360,800,600
1714568456.3790197,1714568456.3790197,0.0,frisbee,388,519,382,552,17.692666053771973,center,480,360,800,600
1714568456.460017,1714568456.460017,0.0,sports ball,388,520,388,520,17.77366328239441,center,480,360,800,600
1714568456.461014,1714568456.461014,0.0,frisbee,388,519,388,519,17.774660348892212,center,480,360,800,600
1714568456.5390136,1714568456.5390136,0.0,frisbee,380,558,372,597,17.852659940719604,center,480,360,800,600
1714568456.5400138,1714568456.5400138,0.0,sports ball,380,558,372,596,17.853660106658936,center,480,360,800,600
1714568456.6170158,1714568456.6170158,0.0,frisbee,379,558,378,558,17.930662155151367,center,480,360,800,600
1714568456.6180148,1714568456.6180148,0.0,sports ball,380,558,380,558,17.931661128997803,center,480,360,800,600
1714568457.1581717,1714568457.1581717,0.0,sports ball,357,587,334,616,18.47181797027588,Nearness,480,360,800,600
1714568457.2391715,1714568457.2391715,0.0,sports ball,357,587,357,587,18.552817821502686,Nearness,480,360,800,600
1714568457.320262,1714568457.320262,0.0,sports ball,353,550,349,513,18.63390827178955,Nearness,480,360,800,600
1714568457.3965442,1714568457.3965442,0.0,sports ball,353,550,353,550,18.710190534591675,Nearness,480,360,800,600
1714568457.4645486,1714568457.4645486,0.0,sports ball,347,517,341,484,18.778194904327393,Nearness,480,360,800,600
1714568457.5445495,1714568457.5445495,0.0,sports ball,347,517,347,517,18.858195781707764,Nearness,480,360,800,600
1714568457.545549,1714568457.545549,0.0,frisbee,347,517,315,476,18.859195232391357,Nearness,480,360,800,600
1714568457.619544,1714568457.619544,0.0,sports ball,342,490,337,463,18.93319034576416,Nearness,480,360,800,600
1714568457.692528,1714568457.692528,0.0,sports ball,342,491,342,492,19.006174325942993,Nearness,480,360,800,600
1714568457.7648628,1714568457.7648628,0.0,sports ball,338,468,334,445,19.078509092330933,Nearness,480,360,800,600
1714568457.8450892,1714568457.8450892,0.0,sports ball,338,469,338,470,19.158735513687134,Nearness,480,360,800,600
1714568457.9251664,1714568457.9251664,0.0,sports ball,332,452,326,435,19.238812685012817,Nearness,480,360,800,600
1714568457.9981596,1714568457.9981596,0.0,sports ball,332,452,332,452,19.311805963516235,Nearness,480,360,800,600
1714568458.0781627,1714568458.0781627,0.0,sports ball,328,433,324,414,19.39180898666382,Nearness,480,360,800,600
1714568458.1546903,1714568458.1546903,0.0,sports ball,328,433,328,433,19.468336582183838,Nearness,480,360,800,600
1714568458.2974944,1714568458.2974944,0.0,frisbee,325,421,303,325,19.611140727996826,Nearness,480,360,800,600
1714568458.3744943,1714568458.3744943,0.0,frisbee,320,414,315,407,19.688140630722046,Nearness,480,360,800,600
1714568458.4554987,1714568458.4554987,0.0,frisbee,320,413,320,412,19.769145011901855,Nearness,480,360,800,600
1714568473.2672627,1714568473.2672627,0.0,sports ball,340,519,343,505,34.58090901374817,Nearness,480,360,800,600
1714568473.3542643,1714568473.3542643,0.0,sports ball,340,519,340,519,34.6679105758667,Nearness,480,360,800,600
1714568473.4305193,1714568473.4305193,0.0,sports ball,343,511,346,503,34.744165658950806,Nearness,480,360,800,600
1714568473.5075088,1714568473.5075088,0.0,sports ball,343,511,343,511,34.821155071258545,Nearness,480,360,800,600
1714568473.5803845,1714568473.5803845,0.0,sports ball,347,502,351,493,34.894030809402466,Nearness,480,360,800,600
1714568473.6618955,1714568473.6618955,0.0,sports ball,347,502,347,502,34.975541830062866,Nearness,480,360,800,600
1714568473.7438972,1714568473.7438972,0.0,sports ball,349,500,351,498,35.05754351615906,Nearness,480,360,800,600
1714568473.8198938,1714568473.8198938,0.0,sports ball,349,500,349,500,35.13354015350342,Nearness,480,360,800,600
1714568473.8978932,1714568473.8978932,0.0,sports ball,354,500,359,500,35.21153950691223,Nearness,480,360,800,600
1714568473.9776406,1714568473.9776406,0.0,sports ball,354,500,354,500,35.29128694534302,Nearness,480,360,800,600
1714568474.051641,1714568474.051641,0.0,sports ball,356,502,358,504,35.36528730392456,Nearness,480,360,800,600
1714568474.1207724,1714568474.1207724,0.0,sports ball,356,502,356,502,35.43441867828369,Nearness,480,360,800,600
1714568474.2010531,1714568474.2010531,0.0,sports ball,359,508,362,514,35.51469945907593,Nearness,480,360,800,600
1714568474.283057,1714568474.283057,0.0,sports ball,359,508,359,508,35.59670329093933,Nearness,480,360,800,600
1714568474.3580918,1714568474.3580918,0.0,sports ball,363,518,367,528,35.671738147735596,Nearness,480,360,800,600
1714568474.4367378,1714568474.4367378,0.0,sports ball,363,518,363,518,35.75038409233093,Nearness,480,360,800,600
1714568474.518263,1714568474.518263,0.0,sports ball,367,535,371,552,35.83190941810608,Nearness,480,360,800,600
1714568474.6002612,1714568474.6002612,0.0,sports ball,367,535,367,535,35.913907527923584,Nearness,480,360,800,600
1714568474.6772618,1714568474.6772618,0.0,sports ball,370,546,373,557,35.99090814590454,Nearness,480,360,800,600
1714568474.7544243,1714568474.7544243,0.0,sports ball,370,546,370,546,36.06807065010071,Nearness,480,360,800,600
1714568474.8285186,1714568474.8285186,0.0,sports ball,374,547,378,548,36.14216494560242,Nearness,480,360,800,600
1714568474.9041648,1714568474.9041648,0.0,sports ball,374,547,374,547,36.2178111076355,Nearness,480,360,800,600
1714568474.979834,1714568474.979834,0.0,sports ball,378,540,382,533,36.29348039627075,Nearness,480,360,800,600
1714568475.059836,1714568475.059836,0.0,sports ball,377,540,376,540,36.37348222732544,Nearness,480,360,800,600
1714568475.1330652,1714568475.1330652,0.0,sports ball,380,518,383,496,36.44671154022217,Nearness,480,360,800,600
1714568475.2040682,1714568475.2040682,0.0,sports ball,380,518,380,518,36.517714500427246,Nearness,480,360,800,600
1714568475.286478,1714568475.286478,0.0,sports ball,384,510,388,502,36.60012435913086,center,480,360,800,600
1714577099.6121929,1714577099.6121929,0.0,sports ball,1040,225,974,292,5.650653123855591,Nearness,480,300,800,500
1714577099.688144,1714577099.688144,0.0,sports ball,1040,225,1040,225,5.726604223251343,Nearness,480,300,800,500
1714577099.7531729,1714577099.7531729,0.0,sports ball,1040,225,1040,225,5.791633129119873,Nearness,480,300,800,500
1714577099.8219564,1714577099.8219564,0.0,sports ball,1025,238,1010,251,5.860416650772095,Nearness,480,300,800,500
1714577099.88716,1714577099.88716,0.0,sports ball,1025,238,1025,238,5.9256203174591064,Nearness,480,300,800,500
1714577099.9501245,1714577099.9501245,0.0,sports ball,1025,238,1025,238,5.988584756851196,Nearness,480,300,800,500
1714577100.0146544,1714577100.0146544,0.0,sports ball,1025,238,1025,238,6.053114652633667,Nearness,480,300,800,500
1714577100.0814316,1714577100.0814316,0.0,sports ball,1025,238,1025,238,6.119891881942749,Nearness,480,300,800,500
1714577101.7529202,1714577101.7529202,0.0,frisbee,866,397,826,437,7.791380405426025,Nearness,480,300,800,500
1714577101.828567,1714577101.828567,0.0,frisbee,866,397,866,397,7.867027282714844,Nearness,480,300,800,500
1714577101.9052927,1714577101.9052927,0.0,frisbee,866,397,866,397,7.943753004074097,Nearness,480,300,800,500
1714577101.9736583,1714577101.9736583,0.0,frisbee,866,397,866,397,8.012118577957153,Nearness,480,300,800,500
1714577102.0438118,1714577102.0438118,0.0,frisbee,840,424,814,451,8.082272052764893,center,480,300,800,500
1714577102.1173933,1714577102.1173933,0.0,frisbee,840,424,840,424,8.155853509902954,center,480,300,800,500
1714577102.1889255,1714577102.1889255,0.0,frisbee,840,424,840,424,8.227385759353638,center,480,300,800,500
1714577102.2626576,1714577102.2626576,0.0,sports ball,826,439,759,507,8.301117897033691,center,480,300,800,500
1714577102.3369653,1714577102.3369653,0.0,sports ball,826,439,826,439,8.375425577163696,center,480,300,800,500
1714577102.4141197,1714577102.4141197,0.0,sports ball,826,439,826,439,8.452579975128174,center,480,300,800,500
1714577102.489325,1714577102.489325,0.0,sports ball,826,439,826,439,8.527785301208496,center,480,300,800,500
1714577102.5620592,1714577102.5620592,0.0,sports ball,826,439,826,439,8.60051941871643,center,480,300,800,500
1714577102.6370573,1714577102.6370573,0.0,frisbee,800,464,760,504,8.675517559051514,center,480,300,800,500
1714577102.7112033,1714577102.7112033,0.0,frisbee,800,464,800,464,8.749663591384888,center,480,300,800,500
1714577102.778662,1714577102.778662,0.0,frisbee,800,464,800,464,8.817122220993042,center,480,300,800,500
1714577102.8500388,1714577102.8500388,0.0,frisbee,800,464,800,464,8.888499021530151,center,480,300,800,500
1714577102.920641,1714577102.920641,0.0,frisbee,773,491,746,518,8.95910120010376,center,480,300,800,500
1714577102.994875,1714577102.994875,0.0,frisbee,773,491,773,491,9.033335208892822,center,480,300,800,500
1714577103.0675225,1714577103.0675225,0.0,frisbee,773,491,773,491,9.105982780456543,center,480,300,800,500
1714577103.13655,1714577103.13655,0.0,sports ball,759,504,692,569,9.175010204315186,center,480,300,800,500
1714577103.2090225,1714577103.2090225,0.0,sports ball,759,504,759,504,9.247482776641846,center,480,300,800,500
1714577103.281374,1714577103.281374,0.0,sports ball,759,504,759,504,9.319834232330322,center,480,300,800,500
1714577103.3543983,1714577103.3543983,0.0,sports ball,759,504,759,504,9.392858505249023,center,480,300,800,500
1714577103.4281685,1714577103.4281685,0.0,sports ball,759,504,759,504,9.466628789901733,center,480,300,800,500
1714577103.5004106,1714577103.5004106,0.0,sports ball,732,531,705,558,9.538870811462402,center,480,300,800,500
1714577103.5014114,1714577103.5014114,0.0,frisbee,732,532,691,573,9.53987169265747,center,480,300,800,500
1714577103.5714347,1714577103.5714347,0.0,sports ball,732,531,732,531,9.60989499092102,center,480,300,800,500
1714577103.5724359,1714577103.5724359,0.0,frisbee,732,532,732,532,9.610896110534668,center,480,300,800,500
1714577103.6434813,1714577103.6434813,0.0,sports ball,719,545,706,559,9.681941509246826,Nearness,480,300,800,500
1714577103.6453385,1714577103.6453385,0.0,frisbee,719,544,706,556,9.683798789978027,Nearness,480,300,800,500
1714577103.7173321,1714577103.7173321,0.0,sports ball,719,545,719,545,9.755792379379272,Nearness,480,300,800,500
